1	17	17	-5
1	17	17	-4
1	17	17	-3
1	17	17	-2
1	17	17	-1
1	17	17	0
1	17	17	1
1	17	17	2
1	17	17	3
1	17	17	4
1	17	17	5
1	17	17	6
1	17	17	7
1	17	17	8
1	17	17	9
1	17	17	10
1	17	17	11
1	17	17	12
1	17	17	13
1	17	17	14
1	17	17	15
2	16	17	1
2	17	17	2
2	17	17	3
2	17	17	4
2	17	17	5
2	17	17	6
2	17	17	7
2	17	17	8
2	17	17	9
2	17	17	10
1	14	18	39
1	18	18	40
1	18	18	41
1	18	18	42
1	18	18	43
1	18	18	44
1	18	18	45
1	18	18	46
1	18	18	47
1	18	18	48
1	18	18	49
1	29	29	-59
1	29	29	-58
1	29	29	-57
1	29	29	-56
1	29	29	-55
1	29	29	-54
1	29	29	-53
1	29	29	-52
1	29	29	-51
1	29	29	-50
2	29	29	-54
2	29	29	-53
2	29	29	-52
2	29	29	-51
2	29	29	-50
2	29	29	-49
2	29	29	-48
2	29	29	-47
2	29	29	-46
2	29	29	-45
2	29	29	-44
2	29	29	-43
2	29	29	-42
2	29	29	-41
2	29	29	-40
2	29	29	-39
2	29	29	-38
1	29	42	-49
1	42	42	-48
1	42	42	-47
1	42	42	-46
1	42	42	-45
1	42	42	-44
1	42	42	-43
1	42	42	-42
1	42	42	-41
1	42	42	-40
2	29	42	-37
2	42	42	-36
2	42	42	-35
2	42	42	-34
1	14	63	93
1	63	63	94
1	63	63	95
1	63	63	96
1	63	63	97
1	63	63	98
1	63	63	99
1	63	63	100
1	63	63	101
1	63	63	102
1	63	63	103
1	63	63	104
1	63	63	105
1	63	63	106
1	63	63	107
1	63	63	108
1	63	63	109
1	63	63	110
1	63	63	111
1	63	63	112
1	63	63	113
1	63	63	114
1	63	63	115
1	63	63	116
1	63	63	117
1	63	63	118
1	63	63	119
1	63	63	120
1	63	63	121
1	63	63	122
1	63	63	123
1	63	63	124
1	63	63	125
1	63	63	126
1	63	63	127
1	63	63	128
1	63	63	129
1	63	63	130
1	63	63	131
1	63	63	132
1	63	63	133
1	63	63	134
1	63	63	135
1	63	63	136
1	63	63	137
1	63	63	138
1	63	63	139
1	63	63	140
1	63	63	141
2	14	90	99
2	90	90	100
2	90	90	101
2	90	90	102
2	90	90	103
2	90	90	104
2	90	90	105
2	90	90	106
2	90	90	107
2	90	90	108
2	90	90	109
2	90	90	110
2	90	90	111
2	90	90	112
2	90	90	113
2	90	90	114
2	90	90	115
2	90	90	116
2	90	90	117
2	90	90	118
2	90	90	119
2	90	90	120
2	90	90	121
2	90	90	122
2	90	90	123
2	90	90	124
2	90	90	125
2	90	90	126
2	90	90	127
2	90	90	128
2	90	90	129
2	90	90	130
2	90	90	131
2	90	90	132
2	90	90	133
2	90	90	134
2	90	90	135
2	90	90	136
2	90	90	137
2	90	90	138
2	90	90	139
2	90	90	140
2	90	90	141
1	322	322	-123
1	322	322	-122
1	322	322	-121
1	322	322	-120
1	322	322	-119
2	322	322	-123
2	322	322	-122
2	322	322	-121
2	322	322	-120
2	322	322	-119
2	322	322	-118
2	322	322	-117
2	322	322	-116
2	322	322	-115
2	322	322	-114
1	323	323	-118
1	323	323	-117
1	323	323	-116
1	323	323	-115
1	323	323	-114
1	323	323	-113
1	323	323	-112
1	323	323	-111
1	323	323	-110
1	323	323	-109
1	323	323	-108
1	323	323	-107
1	323	323	-106
1	323	323	-105
1	323	323	-104
1	323	323	-103
1	323	323	-102
1	323	323	-101
1	323	323	-100
1	323	323	-99
1	323	323	-98
1	323	323	-97
1	323	323	-96
1	323	323	-95
1	323	323	-94
1	323	323	-93
1	323	323	-92
1	323	323	-91
1	323	323	-90
2	323	323	-113
2	323	323	-112
2	323	323	-111
2	323	323	-110
2	323	323	-109
2	323	323	-108
2	323	323	-107
2	323	323	-106
2	323	323	-105
2	323	323	-104
2	323	323	-103
2	323	323	-102
2	323	323	-101
2	323	323	-100
2	323	323	-99
2	323	323	-98
2	323	323	-97
2	323	323	-96
2	323	323	-95
2	323	323	-94
2	323	323	-93
2	323	323	-92
2	323	323	-91
2	323	323	-90
2	323	323	-89
2	323	323	-88
2	323	323	-87
2	323	323	-86
2	323	323	-85
1	324	324	-89
1	324	324	-88
1	324	324	-87
1	324	324	-86
1	324	324	-85
1	324	324	-84
1	324	324	-83
1	324	324	-82
1	324	324	-81
1	324	324	-80
1	324	324	-79
1	324	324	-78
1	324	324	-77
1	324	324	-76
1	324	324	-75
1	324	324	-74
1	324	324	-73
1	324	324	-72
1	324	324	-71
1	324	324	-70
1	324	324	-69
1	324	324	-68
1	324	324	-67
1	324	324	-66
1	324	324	-65
1	324	324	-64
1	324	324	-63
1	324	324	-62
1	324	324	-61
1	324	324	-60
2	324	324	-84
2	324	324	-83
2	324	324	-82
2	324	324	-81
2	324	324	-80
2	324	324	-79
2	324	324	-78
2	324	324	-77
2	324	324	-76
2	324	324	-75
2	324	324	-74
2	324	324	-73
2	324	324	-72
2	324	324	-71
2	324	324	-70
2	324	324	-69
2	324	324	-68
2	324	324	-67
2	324	324	-66
2	324	324	-65
2	324	324	-64
2	324	324	-63
2	324	324	-62
2	324	324	-61
2	324	324	-60
2	324	324	-59
2	324	324	-58
2	324	324	-57
2	324	324	-56
2	324	324	-55
